,Unnamed: 0,accession_number,year,r,g,b,hex,value
2824,2824,D27578,1830,207,203,190,#cfcbbe,4200
2497,2497,D25250,1830,208,190,165,#d0bea5,4215
4085,4085,D36304,1830,208,197,171,#d0c5ab,4230
4108,4108,D36328,1830,208,199,174,#d0c7ae,4245
4079,4079,D36298,1830,208,199,177,#d0c7b1,4260
3857,3857,D36045,1830,208,202,185,#d0cab9,4275
3723,3723,D35905,1830,208,203,185,#d0cbb9,4290
3669,3669,D35843,1830,209,193,169,#d1c1a9,4305
2943,2943,D27702,1830,209,198,170,#d1c6aa,4320
3716,3716,D35896,1830,209,202,187,#d1cabb,4335
2934,2934,D27693,1830,209,205,192,#d1cdc0,4350
3989,3989,D36193,1830,210,196,164,#d2c4a4,4365
3753,3753,D35935,1830,210,197,167,#d2c5a7,4380
3678,3678,D35853,1830,210,198,176,#d2c6b0,4395
3686,3686,D35862,1830,210,198,177,#d2c6b1,4410
3717,3717,D35898,1830,210,198,177,#d2c6b1,4425
3781,3781,D35963,1830,210,199,177,#d2c7b1,4440
4052,4052,D36269,1830,210,199,179,#d2c7b3,4455
4086,4086,D36305,1830,210,200,176,#d2c8b0,4470
3885,3885,D36074,1830,210,200,178,#d2c8b2,4485
3756,3756,D35938,1830,210,201,178,#d2c9b2,4500
3719,3719,D35900,1830,210,201,182,#d2c9b6,4515
3795,3795,D35977,1830,210,202,179,#d2cab3,4530
3987,3987,D36191,1830,210,202,182,#d2cab6,4545
2593,2593,D25348,1830,210,202,184,#d2cab8,4560
3432,3432,D34430,1830,210,203,187,#d2cbbb,4575
3834,3834,D36021,1830,210,203,188,#d2cbbc,4590
3431,3431,D34429,1830,210,204,190,#d2ccbe,4605
3435,3435,D34434,1830,210,205,193,#d2cdc1,4620
2430,2430,D25183,1830,211,194,173,#d3c2ad,4635
3872,3872,D36061,1830,211,196,166,#d3c4a6,4650
2949,2949,D27708,1830,211,196,172,#d3c4ac,4665
3750,3750,D35932,1830,211,198,178,#d3c6b2,4680
3668,3668,D35841,1830,211,200,176,#d3c8b0,4695
2950,2950,D27709,1830,211,200,181,#d3c8b5,4710
2946,2946,D27705,1830,211,203,184,#d3cbb8,4725
2945,2945,D27704,1830,211,204,182,#d3ccb6,4740
2380,2380,D25133,1830,211,204,185,#d3ccb9,4755
3744,3744,D35926,1830,211,205,186,#d3cdba,4770
3833,3833,D36020,1830,211,206,189,#d3cebd,4785
2938,2938,D27697,1830,211,208,192,#d3d0c0,4800
2956,2956,D27715,1830,212,199,171,#d4c7ab,4815
3743,3743,D35925,1830,212,199,176,#d4c7b0,4830
3845,3845,D36032,1830,212,200,173,#d4c8ad,4845
3853,3853,D36041,1830,212,205,188,#d4cdbc,4860
2942,2942,D27701,1830,212,205,189,#d4cdbd,4875
3433,3433,D34432,1830,212,206,193,#d4cec1,4890
4076,4076,D36295,1830,212,207,192,#d4cfc0,4905
3760,3760,D35942,1830,212,210,194,#d4d2c2,4920
3779,3779,D35961,1830,213,196,166,#d5c4a6,4935
2929,2929,D27688,1830,213,200,173,#d5c8ad,4950
3758,3758,D35940,1830,213,200,178,#d5c8b2,4965
2961,2961,D27720,1830,213,201,180,#d5c9b4,4980
2952,2952,D27711,1830,213,205,185,#d5cdb9,4995
3437,3437,D34458,1830,213,207,189,#d5cfbd,5010
4048,4048,D36264,1830,213,209,198,#d5d1c6,5025
3674,3674,D35849,1830,214,188,155,#d6bc9b,5040
3963,3963,D36165,1830,214,202,170,#d6caaa,5055
2954,2954,D27713,1830,214,206,188,#d6cebc,5070
3441,3441,D34570,1830,214,208,197,#d6d0c5,5085
3839,3839,D36026,1830,214,209,194,#d6d1c2,5100
3925,3925,D36116,1830,214,210,193,#d6d2c1,5115
4019,4019,D36227,1830,215,199,175,#d7c7af,5130
3882,3882,D36071,1830,215,200,176,#d7c8b0,5145
3681,3681,D35856,1830,215,202,176,#d7cab0,5160
3670,3670,D35844,1830,215,202,179,#d7cab3,5175
2953,2953,D27712,1830,215,205,183,#d7cdb7,5190
2828,2828,D27582,1830,215,206,187,#d7cebb,5205
2773,2773,D27527,1830,215,208,188,#d7d0bc,5220
3693,3693,D35871,1830,215,209,192,#d7d1c0,5235
3727,3727,D35909,1830,216,200,179,#d8c8b3,5250
3792,3792,D35974,1830,216,202,180,#d8cab4,5265
2413,2413,D25166,1830,216,204,178,#d8ccb2,5280
3813,3813,D35995,1830,216,204,178,#d8ccb2,5295
3924,3924,D36115,1830,216,205,183,#d8cdb7,5310
2432,2432,D25185,1830,216,207,197,#d8cfc5,5325
3859,3859,D36047,1830,216,208,186,#d8d0ba,5340
3436,3436,D34457,1830,216,209,190,#d8d1be,5355
3847,3847,D36034,1830,216,209,190,#d8d1be,5370
3438,3438,D34459,1830,216,209,193,#d8d1c1,5385
3709,3709,D35888,1830,216,209,196,#d8d1c4,5400
3425,3425,D34388,1830,216,211,199,#d8d3c7,5415
3759,3759,D35941,1830,216,212,198,#d8d4c6,5430
3427,3427,D34392,1830,216,212,200,#d8d4c8,5445
2930,2930,D27689,1830,217,202,176,#d9cab0,5460
4049,4049,D36266,1830,217,204,180,#d9ccb4,5475
3891,3891,D36080,1830,217,205,185,#d9cdb9,5490
3684,3684,D35859,1830,217,206,182,#d9ceb6,5505
2941,2941,D27700,1830,217,207,184,#d9cfb8,5520
2957,2957,D27716,1830,217,207,185,#d9cfb9,5535
2959,2959,D27718,1830,217,207,186,#d9cfba,5550
2937,2937,D27696,1830,217,208,184,#d9d0b8,5565
3884,3884,D36073,1830,217,208,188,#d9d0bc,5580
2944,2944,D27703,1830,217,209,190,#d9d1be,5595
2955,2955,D27714,1830,218,198,171,#dac6ab,5610
3778,3778,D35960,1830,218,203,175,#dacbaf,5625
3844,3844,D36031,1830,218,204,174,#daccae,5640
2729,2729,D25488,1830,218,205,180,#dacdb4,5655
3737,3737,D35919,1830,218,206,185,#daceb9,5670
2927,2927,D27686,1830,218,207,182,#dacfb6,5685
3848,3848,D36036,1830,218,211,191,#dad3bf,5700
4041,4041,D36254,1830,218,211,191,#dad3bf,5715
3769,3769,D35951,1830,218,216,202,#dad8ca,5730
4100,4100,D36320,1830,219,204,185,#dbccb9,5745
3892,3892,D36081,1830,219,205,184,#dbcdb8,5760
3734,3734,D35916,1830,219,205,187,#dbcdbb,5775
3765,3765,D35947,1830,219,206,179,#dbceb3,5790
3694,3694,D35872,1830,219,207,184,#dbcfb8,5805
2947,2947,D27706,1830,219,209,189,#dbd1bd,5820
3786,3786,D35968,1830,219,210,190,#dbd2be,5835
2958,2958,D27717,1830,219,212,199,#dbd4c7,5850
3751,3751,D35933,1830,219,213,194,#dbd5c2,5865
3706,3706,D35884,1830,219,214,192,#dbd6c0,5880
2933,2933,D27692,1830,219,215,200,#dbd7c8,5895
3846,3846,D36033,1830,220,208,180,#dcd0b4,5910
2397,2397,D25150,1830,220,212,192,#dcd4c0,5925
4072,4072,D36291,1830,220,213,193,#dcd5c1,5940
3429,3429,D34395,1830,220,214,187,#dcd6bb,5955
3428,3428,D34394,1830,221,218,206,#dddace,5970
2960,2960,D27719,1830,222,206,183,#deceb7,5985
3725,3725,D35907,1830,222,213,194,#ded5c2,6000
3863,3863,D36051,1830,222,215,195,#ded7c3,6015
3772,3772,D35954,1830,222,215,197,#ded7c5,6030
3773,3773,D35955,1830,222,215,198,#ded7c6,6045
3424,3424,D34384,1830,222,217,206,#ded9ce,6060
2939,2939,D27698,1830,223,209,190,#dfd1be,6075
2920,2920,D27679,1830,223,215,194,#dfd7c2,6090
2620,2620,D25375,1830,223,215,202,#dfd7ca,6105
2515,2515,D25268,1830,224,207,175,#e0cfaf,6120
3736,3736,D35918,1830,224,213,195,#e0d5c3,6135
3816,3816,D35998,1830,224,216,199,#e0d8c7,6150
2478,2478,D25231,1830,225,217,199,#e1d9c7,6165
3852,3852,D36040,1830,225,218,201,#e1dac9,6180
3422,3422,D34371,1830,225,219,200,#e1dbc8,6195
3421,3421,D34370,1830,225,220,200,#e1dcc8,6210
3735,3735,D35917,1830,226,216,195,#e2d8c3,6225
2621,2621,D25376,1830,226,216,203,#e2d8cb,6240
2532,2532,D25286,1830,226,218,198,#e2dac6,6255
3747,3747,D35929,1830,227,215,187,#e3d7bb,6270
3828,3828,D36015,1830,227,216,189,#e3d8bd,6285
2863,2863,D27617,1830,227,219,207,#e3dbcf,6300
4023,4023,D36231,1830,227,220,202,#e3dcca,6315
3423,3423,D34372,1830,227,223,203,#e3dfcb,6330
3972,3972,D36175,1830,229,213,180,#e5d5b4,6345
3862,3862,D36050,1830,229,223,205,#e5dfcd,6360
2782,2782,D27536,1830,230,219,191,#e6dbbf,6375
3715,3715,D35895,1830,230,221,201,#e6ddc9,6390
2862,2862,D27616,1830,230,223,204,#e6dfcc,6405
3815,3815,D35997,1830,230,224,207,#e6e0cf,6420
2948,2948,D27707,1830,231,218,196,#e7dac4,6435
2856,2856,D27610,1830,231,220,196,#e7dcc4,6450
242,242,A01024,1830,231,223,200,#e7dfc8,6465
3420,3420,D34369,1830,231,226,206,#e7e2ce,6480
3726,3726,D35908,1830,231,226,210,#e7e2d2,6495
2854,2854,D27608,1830,231,230,217,#e7e6d9,6510
3856,3856,D36044,1830,232,216,193,#e8d8c1,6525
3864,3864,D36052,1830,232,225,204,#e8e1cc,6540
2783,2783,D27537,1830,233,219,191,#e9dbbf,6555
2780,2780,D27534,1830,233,227,203,#e9e3cb,6570
2857,2857,D27611,1830,234,221,197,#eaddc5,6585
2778,2778,D27532,1830,234,225,201,#eae1c9,6600
3841,3841,D36028,1830,234,228,209,#eae4d1,6615
4042,4042,D36255,1830,234,230,213,#eae6d5,6630
2871,2871,D27625,1830,235,228,203,#ebe4cb,6645
2775,2775,D27529,1830,235,229,209,#ebe5d1,6660
3448,3448,D34884,1830,236,224,201,#ece0c9,6675
2853,2853,D27607,1830,236,227,212,#ece3d4,6690
3803,3803,D35985,1830,236,229,207,#ece5cf,6705
3958,3958,D36160,1830,237,219,189,#eddbbd,6720
2781,2781,D27535,1830,237,224,197,#ede0c5,6735
2962,2962,D27721,1830,237,231,213,#ede7d5,6750
3714,3714,D35894,1830,238,231,209,#eee7d1,6765
3430,3430,D34398,1830,238,232,204,#eee8cc,6780
4465,4465,D41478,1830,238,234,216,#eeead8,6795
2779,2779,D27533,1830,240,229,202,#f0e5ca,6810
2935,2935,D27694,1830,240,237,224,#f0ede0,6825
4405,4405,D40315,1830,241,231,206,#f1e7ce,6840
3825,3825,D36010,1830,242,236,225,#f2ece1,6855
3742,3742,D35924,1830,244,241,222,#f4f1de,6870
1983,1983,D22320,1831,30,28,25,#1e1c19,15
4527,4527,N02315,1831,69,66,51,#454233,30
6244,6244,T09259,1831,76,69,53,#4c4535,45
4529,4529,N02317,1831,81,71,44,#51472c,60
2756,2756,D25914,1831,158,151,127,#9e977f,75
6764,6764,T10575,1831,169,167,158,#a9a79e,90
2760,2760,D25922,1831,170,162,138,#aaa28a,105
2759,2759,D25920,1831,173,168,150,#ada896,120
2543,2543,D25297,1831,181,167,146,#b5a792,135
2761,2761,D25924,1831,186,177,150,#bab196,150
2757,2757,D25916,1831,186,180,159,#bab49f,165
2762,2762,D25926,1831,188,177,149,#bcb195,180
2758,2758,D25918,1831,188,182,162,#bcb6a2,195
2763,2763,D25928,1831,190,179,149,#beb395,210
6759,6759,T10564,1831,206,191,160,#cebfa0,225
4530,4530,N02318,1831,207,189,159,#cfbd9f,240
6760,6760,T10566,1831,212,200,177,#d4c8b1,255
6761,6761,T10567,1831,213,200,176,#d5c8b0,270
6765,6765,T10576,1831,215,204,182,#d7ccb6,285
6762,6762,T10568,1831,218,207,185,#dacfb9,300
6757,6757,T10561,1831,224,214,190,#e0d6be,315
6763,6763,T10574,1831,226,217,196,#e2d9c4,330
4400,4400,D40300,1831,228,220,203,#e4dccb,345
6766,6766,T10578,1831,230,212,177,#e6d4b1,360
6758,6758,T10562,1831,231,216,184,#e7d8b8,375
4600,4600,N02726,1831,231,227,210,#e7e3d2,390
2281,2281,D24755,1832,68,49,39,#443127,15
2354,2354,D24835,1832,83,68,60,#53443c,30
2175,2175,D24647,1832,93,100,95,#5d645f,45
2221,2221,D24693,1832,99,91,72,#635b48,60
5315,5315,T01958,1832,103,81,60,#67513c,75
2169,2169,D24641,1832,103,94,76,#675e4c,90
2199,2199,D24671,1832,105,111,102,#696f66,105
4062,4062,D36279,1832,116,129,127,#74817f,120
2269,2269,D24743,1832,118,125,114,#767d72,135
2166,2166,D24638,1832,126,129,114,#7e8172,150
2227,2227,D24699,1832,127,132,116,#7f8474,165
2181,2181,D24653,1832,128,126,113,#807e71,180
2127,2127,D24595,1832,129,137,120,#818978,195
2332,2332,D24811,1832,129,143,142,#818f8e,210
2179,2179,D24651,1832,130,122,107,#827a6b,225
2263,2263,D24737,1832,131,132,114,#838472,240
2126,2126,D24594,1832,131,134,127,#83867f,255
2228,2228,D24700,1832,132,134,123,#84867b,270
2240,2240,D24714,1832,133,125,102,#857d66,285
2195,2195,D24667,1832,134,126,109,#867e6d,300
2328,2328,D24807,1832,134,137,119,#868977,315
2229,2229,D24701,1832,134,137,131,#868983,330
2264,2264,D24738,1832,134,139,134,#868b86,345
2253,2253,D24727,1832,134,141,133,#868d85,360
2176,2176,D24648,1832,135,136,122,#87887a,375
2109,2109,D24577,1832,136,141,134,#888d86,390
2183,2183,D24655,1832,137,142,132,#898e84,405
4068,4068,D36285,1832,137,149,146,#899592,420
2342,2342,D24822,1832,138,138,126,#8a8a7e,435
2108,2108,D24576,1832,138,147,143,#8a938f,450
2204,2204,D24676,1832,139,128,111,#8b806f,465
2196,2196,D24668,1832,139,145,139,#8b918b,480
2246,2246,D24720,1832,140,140,115,#8c8c73,495
2177,2177,D24649,1832,140,140,126,#8c8c7e,510
2098,2098,D24566,1832,140,147,144,#8c9390,525
2178,2178,D24650,1832,141,137,126,#8d897e,540
2096,2096,D23527,1832,142,126,96,#8e7e60,555
2173,2173,D24645,1832,142,144,134,#8e9086,570
2174,2174,D24646,1832,142,145,132,#8e9184,585
2197,2197,D24669,1832,142,146,134,#8e9286,600
2299,2299,D24774,1832,142,148,131,#8e9483,615
2203,2203,D24675,1832,143,137,116,#8f8974,630
2247,2247,D24721,1832,143,149,134,#8f9586,645
3157,3157,D29016,1832,145,126,100,#917e64,660
2182,2182,D24654,1832,145,142,124,#918e7c,675
2338,2338,D24818,1832,145,146,129,#919281,690
2224,2224,D24696,1832,145,146,132,#919284,705
2273,2273,D24747,1832,145,147,129,#919381,720
2180,2180,D24652,1832,145,149,138,#91958a,735
2171,2171,D24643,1832,146,146,125,#92927d,750
2198,2198,D24670,1832,146,147,132,#929384,765
2099,2099,D24567,1832,146,153,146,#929992,780
2202,2202,D24674,1832,147,130,111,#93826f,795
2170,2170,D24642,1832,147,148,136,#939488,810
2339,2339,D24819,1832,147,150,141,#93968d,825
2255,2255,D24729,1832,149,149,133,#959585,840
2287,2287,D24761,1832,150,146,132,#969284,855
2272,2272,D24746,1832,150,152,137,#969889,870
2310,2310,D24787,1832,150,153,141,#96998d,885
2265,2265,D24739,1832,150,154,142,#969a8e,900
2226,2226,D24698,1832,151,145,123,#97917b,915
2307,2307,D24783,1832,151,148,126,#97947e,930
2112,2112,D24580,1832,151,148,132,#979484,945
2260,2260,D24734,1832,151,149,125,#97957d,960
2270,2270,D24744,1832,151,153,132,#979984,975
1914,1914,D20235,1832,151,156,143,#979c8f,990
2336,2336,D24816,1832,152,150,135,#989687,1005
2223,2223,D24695,1832,153,149,127,#99957f,1020
2286,2286,D24760,1832,153,152,137,#999889,1035
2200,2200,D24672,1832,153,152,143,#99988f,1050
2275,2275,D24749,1832,156,158,143,#9c9e8f,1065
2201,2201,D24673,1832,157,155,143,#9d9b8f,1080
4995,4995,N05241,1832,165,150,120,#a59678,1095
2097,2097,D23529,1832,165,155,130,#a59b82,1110
2340,2340,D24820,1832,168,166,150,#a8a696,1125
2095,2095,D23525,1832,170,162,139,#aaa28b,1140
2462,2462,D25215,1832,204,191,165,#ccbfa5,1155
4053,4053,D36270,1832,213,206,185,#d5ceb9,1170
4506,4506,N01942,1832,214,203,180,#d6cbb4,1185
2468,2468,D25221,1832,216,199,170,#d8c7aa,1200
2900,2900,D27658,1832,218,191,152,#dabf98,1215
4521,4521,N02202,1832,218,217,203,#dad9cb,1230
2714,2714,D25473,1832,221,214,195,#ddd6c3,1245
2896,2896,D27653,1832,231,214,181,#e7d6b5,1260
2861,2861,D27615,1832,232,215,187,#e8d7bb,1275
4997,4997,N05243,1832,232,223,204,#e8dfcc,1290
2859,2859,D27613,1832,236,219,189,#ecdbbd,1305
2847,2847,D27601,1832,236,225,201,#ece1c9,1320
2378,2378,D25131,1832,238,226,207,#eee2cf,1335
2899,2899,D27657,1832,240,236,218,#f0ecda,1350
4664,4664,N03312,1833,46,39,32,#2e2720,15
3279,3279,D32238,1833,83,68,55,#534437,30
3283,3283,D32242,1833,88,69,52,#584534,45
3281,3281,D32240,1833,93,60,40,#5d3c28,60
3263,3263,D32222,1833,100,80,59,#64503b,75
3269,3269,D32228,1833,109,77,55,#6d4d37,90
3274,3274,D32233,1833,110,84,60,#6e543c,105
2214,2214,D24686,1833,119,135,137,#778789,120
2148,2148,D24617,1833,120,114,97,#787261,135
5259,5259,T01147,1833,122,137,131,#7a8983,150
2209,2209,D24681,1833,132,131,122,#84837a,165
2101,2101,D24569,1833,134,128,104,#868068,180
2213,2213,D24685,1833,138,130,116,#8a8274,195
2220,2220,D24692,1833,146,153,145,#929991,210
6835,6835,T10797,1833,149,116,87,#957457,225
2341,2341,D24821,1833,150,150,133,#969685,240
2135,2135,D24604,1833,150,156,150,#969c96,255
2278,2278,D24752,1833,151,155,146,#979b92,270
2208,2208,D24680,1833,155,150,146,#9b9692,285
2142,2142,D24611,1833,158,165,150,#9ea596,300
2207,2207,D24679,1833,160,147,122,#a0937a,315
2206,2206,D24678,1833,160,151,136,#a09788,330
2212,2212,D24684,1833,161,152,133,#a19885,345
2104,2104,D24572,1833,161,160,144,#a1a090,360
2217,2217,D24689,1833,162,157,140,#a29d8c,375
3251,3251,D32207,1833,165,160,148,#a5a094,390
2219,2219,D24691,1833,166,161,146,#a6a192,405
3254,3254,D32210,1833,169,161,150,#a9a196,420
2218,2218,D24690,1833,173,163,138,#ada38a,435
2215,2215,D24687,1833,179,177,165,#b3b1a5,450
5667,5667,T08166,1833,180,170,149,#b4aa95,465
2225,2225,D24697,1833,184,172,141,#b8ac8d,480
2216,2216,D24688,1833,184,172,146,#b8ac92,495
2134,2134,D24602,1833,184,182,166,#b8b6a6,510
6827,6827,T10767,1833,185,162,132,#b9a284,525
1942,1942,D20265,1833,189,186,172,#bdbaac,540
2205,2205,D24677,1833,193,186,166,#c1baa6,555
2222,2222,D24694,1833,193,194,187,#c1c2bb,570
6828,6828,T10769,1833,195,188,169,#c3bca9,585
2390,2390,D25143,1833,196,179,146,#c4b392,600
2103,2103,D24571,1833,196,196,187,#c4c4bb,615
5260,5260,T01214,1833,198,180,146,#c6b492,630
2211,2211,D24683,1833,198,194,176,#c6c2b0,645
5984,5984,T08750,1833,200,193,178,#c8c1b2,660
4528,4528,N02316,1833,205,184,154,#cdb89a,675
2210,2210,D24682,1833,205,199,180,#cdc7b4,690
6832,6832,T10780,1833,209,195,174,#d1c3ae,705
243,243,A01025,1833,209,196,169,#d1c4a9,720
6829,6829,T10772,1833,211,191,161,#d3bfa1,735
6830,6830,T10776,1833,214,192,163,#d6c0a3,750
6831,6831,T10779,1833,222,202,177,#decab1,765
4496,4496,N01740,1833,224,225,213,#e0e1d5,780
4996,4996,N05242,1833,226,214,192,#e2d6c0,795
6833,6833,T10789,1833,227,209,183,#e3d1b7,810
6834,6834,T10793,1833,233,219,197,#e9dbc5,825
4992,4992,N05238,1833,233,222,197,#e9dec5,840
3058,3058,D28878,1834,25,22,21,#191615,15
3084,3084,D28924,1834,26,22,21,#1a1615,30
3057,3057,D28877,1834,26,23,22,#1a1716,45
3072,3072,D28900,1834,28,22,21,#1c1615,60
3053,3053,D28871,1834,28,23,20,#1c1714,75
3049,3049,D28863,1834,28,24,23,#1c1817,90
3059,3059,D28879,1834,28,24,23,#1c1817,105
3062,3062,D28883,1834,28,24,23,#1c1817,120
3063,3063,D28884,1834,28,24,23,#1c1817,135
3064,3064,D28885,1834,28,24,23,#1c1817,150
3056,3056,D28876,1834,28,25,23,#1c1917,165
3071,3071,D28898,1834,29,24,22,#1d1816,180
3069,3069,D28894,1834,29,24,23,#1d1817,195
3070,3070,D28896,1834,29,24,23,#1d1817,210
3052,3052,D28869,1834,29,25,23,#1d1917,225
3092,3092,D28940,1834,29,25,23,#1d1917,240
3074,3074,D28904,1834,29,25,24,#1d1918,255
3045,3045,D28856,1834,29,26,24,#1d1a18,270
3065,3065,D28886,1834,30,24,22,#1e1816,285
3073,3073,D28902,1834,30,24,22,#1e1816,300
3067,3067,D28890,1834,30,24,23,#1e1817,315
4446,4446,D40747,1834,31,27,25,#1f1b19,330
3061,3061,D28882,1834,32,26,26,#201a1a,345
3048,3048,D28861,1834,32,29,27,#201d1b,360
4455,4455,D41221,1834,33,22,21,#211615,375
3000,3000,D28797,1834,34,24,21,#221815,390
3001,3001,D28798,1834,34,24,21,#221815,405
3068,3068,D28892,1834,34,26,26,#221a1a,420
3002,3002,D28799,1834,35,24,21,#231815,435
3003,3003,D28801,1834,35,24,21,#231815,450
3007,3007,D28805,1834,35,24,21,#231815,465
3006,3006,D28804,1834,35,24,22,#231816,480
2998,2998,D28795,1834,35,26,23,#231a17,495
3010,3010,D28808,1834,36,24,21,#241815,510
3046,3046,D28858,1834,36,31,26,#241f1a,525
3014,3014,D28812,1834,37,24,22,#251816,540
3012,3012,D28810,1834,38,26,23,#261a17,555
2997,2997,D28794,1834,40,30,26,#281e1a,570
3044,3044,D28851,1834,42,29,26,#2a1d1a,585
3035,3035,D28838,1834,49,41,32,#312920,600
3039,3039,D28844,1834,51,43,35,#332b23,615
4553,4553,N02344,1834,53,52,36,#353424,630
2974,2974,D27735,1834,55,39,33,#372721,645
3037,3037,D28841,1834,62,51,44,#3e332c,660
3031,3031,D28832,1834,64,47,38,#402f26,675
3028,3028,D28828,1834,65,45,37,#412d25,690
3036,3036,D28840,1834,65,49,41,#413129,705
3040,3040,D28846,1834,66,45,38,#422d26,720
3124,3124,D28978,1834,74,67,72,#4a4348,735
4546,4546,N02337,1834,77,96,100,#4d6064,750
5673,5673,T08173,1834,81,54,35,#513623,765
4545,4545,N02336,1834,92,95,84,#5c5f54,780
3026,3026,D28826,1834,103,71,60,#67473c,795
5544,5544,T07561,1834,109,100,74,#6d644a,810
2981,2981,D27793,1834,111,96,75,#6f604b,825
6798,6798,T10699,1834,111,126,131,#6f7e83,840
3025,3025,D28825,1834,120,89,70,#785946,855
3033,3033,D28835,1834,120,99,75,#78634b,870
4542,4542,N02332,1834,121,126,113,#797e71,885
2972,2972,D27731,1834,125,87,71,#7d5747,900
2973,2973,D27733,1834,125,89,72,#7d5948,915
2984,2984,D27796,1834,127,86,58,#7f563a,930
4024,4024,D36232,1834,127,95,71,#7f5f47,945
3140,3140,D28996,1834,127,114,107,#7f726b,960
4104,4104,D36324,1834,129,107,79,#816b4f,975
3034,3034,D28837,1834,137,121,97,#897961,990
3144,3144,D29001,1834,137,121,122,#89797a,1005
3152,3152,D29011,1834,140,120,95,#8c785f,1020
5242,5242,T01011,1834,143,129,76,#8f814c,1035
5538,5538,T07134,1834,146,121,85,#927955,1050
4538,4538,N02327,1834,146,134,97,#928661,1065
3128,3128,D28982,1834,146,137,129,#928981,1080
3165,3165,D29025,1834,147,131,113,#938371,1095
3167,3167,D29027,1834,147,146,144,#939290,1110
2983,2983,D27795,1834,151,105,75,#97694b,1125
3108,3108,D28962,1834,152,131,121,#988379,1140
3153,3153,D29012,1834,153,134,115,#998673,1155
3102,3102,D28954,1834,154,147,132,#9a9384,1170
3126,3126,D28980,1834,154,148,136,#9a9488,1185
3111,3111,D28965,1834,157,134,122,#9d867a,1200
4533,4533,N02321,1834,157,146,117,#9d9275,1215
3164,3164,D29024,1834,158,126,95,#9e7e5f,1230
3095,3095,D28946,1834,159,141,121,#9f8d79,1245
3130,3130,D28985,1834,159,153,129,#9f9981,1260
2980,2980,D27792,1834,160,140,115,#a08c73,1275
3166,3166,D29026,1834,160,148,137,#a09489,1290
3170,3170,D29030,1834,161,144,130,#a19082,1305
3110,3110,D28964,1834,162,149,135,#a29587,1320
3097,3097,D28948,1834,163,149,129,#a39581,1335
3134,3134,D28989,1834,163,154,142,#a39a8e,1350
2985,2985,D27845,1834,164,147,123,#a4937b,1365
2982,2982,D27794,1834,165,126,94,#a57e5e,1380
3114,3114,D28968,1834,165,160,141,#a5a08d,1395
3121,3121,D28975,1834,166,152,131,#a69883,1410
3122,3122,D28976,1834,167,167,158,#a7a79e,1425
3094,3094,D28944,1834,168,150,128,#a89680,1440
4532,4532,N02320,1834,170,158,132,#aa9e84,1455
3106,3106,D28959,1834,170,159,143,#aa9f8f,1470
3105,3105,D28958,1834,171,145,115,#ab9173,1485
3146,3146,D29003,1834,171,156,144,#ab9c90,1500
2970,2970,D27729,1834,172,146,120,#ac9278,1515
3123,3123,D28977,1834,174,153,132,#ae9984,1530
3151,3151,D29009,1834,175,167,153,#afa799,1545
3168,3168,D29028,1834,176,145,108,#b0916c,1560
3100,3100,D28952,1834,176,163,142,#b0a38e,1575
3147,3147,D29004,1834,176,170,164,#b0aaa4,1590
2978,2978,D27740,1834,177,146,122,#b1927a,1605
3127,3127,D28981,1834,177,159,139,#b19f8b,1620
4099,4099,D36319,1834,177,165,144,#b1a590,1635
3116,3116,D28970,1834,177,169,156,#b1a99c,1650
3136,3136,D28991,1834,178,163,140,#b2a38c,1665
3129,3129,D28983,1834,178,165,142,#b2a58e,1680
4536,4536,N02325,1834,179,167,143,#b3a78f,1695
4534,4534,N02323,1834,180,177,162,#b4b1a2,1710
4535,4535,N02324,1834,180,183,164,#b4b7a4,1725
3038,3038,D28843,1834,181,166,149,#b5a695,1740
3054,3054,D28874,1834,183,151,119,#b79777,1755
3093,3093,D28942,1834,183,163,126,#b7a37e,1770
2969,2969,D27728,1834,183,163,137,#b7a389,1785
4921,4921,N04953,1834,183,170,146,#b7aa92,1800
3159,3159,D29019,1834,184,168,148,#b8a894,1815
2971,2971,D27730,1834,185,163,137,#b9a389,1830
3082,3082,D28920,1834,185,170,149,#b9aa95,1845
3027,3027,D28827,1834,185,178,158,#b9b29e,1860
3148,3148,D29005,1834,186,185,172,#bab9ac,1875
4027,4027,D36235,1834,187,138,110,#bb8a6e,1890
