,accession_number,year,r,g,b,hex,value
2520,D25273,1820,208,187,156,#d0bb9c,1
2521,D25274,1834,192,174,141,#c0ae8d,1
2522,D25276,1829,200,183,152,#c8b798,1
2523,D25277,1829,193,176,147,#c1b093,1
2524,D25278,1820,201,185,156,#c9b99c,1
2525,D25279,1820,192,170,132,#c0aa84,1
2526,D25280,1825,98,106,90,#626a5a,1
2527,D25281,1820,206,188,159,#cebc9f,1
2528,D25282,1825,196,184,158,#c4b89e,1
2529,D25283,1828,238,224,209,#eee0d1,1
2530,D25284,1828,221,199,172,#ddc7ac,1
2531,D25285,1820,193,171,147,#c1ab93,1
2532,D25286,1830,226,218,198,#e2dac6,1
2533,D25287,1820,203,186,156,#cbba9c,1
2534,D25288,1825,213,194,155,#d5c29b,1
2535,D25289,1834,208,191,157,#d0bf9d,1
2536,D25290,1823,220,210,188,#dcd2bc,1
2537,D25291,1820,222,209,179,#ded1b3,1
2538,D25292,1820,217,212,197,#d9d4c5,1
2539,D25293,1836,188,173,142,#bcad8e,1
2540,D25294,1825,208,192,163,#d0c0a3,1
2541,D25295,1820,209,194,167,#d1c2a7,1
2542,D25296,1820,192,189,165,#c0bda5,1
2543,D25297,1831,181,167,146,#b5a792,1
2544,D25298,1825,218,200,180,#dac8b4,1
2545,D25299,1820,204,187,153,#ccbb99,1
2546,D25300,1820,194,180,137,#c2b489,1
2547,D25301,1820,213,199,171,#d5c7ab,1
2548,D25302,1820,206,193,171,#cec1ab,1
2549,D25303,1820,197,177,136,#c5b188,1
2550,D25304,1819,215,212,194,#d7d4c2,1
2551,D25305,1820,158,161,142,#9ea18e,1
2552,D25306,1830,200,179,148,#c8b394,1
2553,D25307,1824,123,114,91,#7b725b,1
2554,D25308,1825,197,180,152,#c5b498,1
2555,D25309,1820,203,182,157,#cbb69d,1
2556,D25310,1828,216,194,164,#d8c2a4,1
2557,D25311,1828,225,215,192,#e1d7c0,1
2558,D25312,1824,177,166,137,#b1a689,1
2559,D25313,1828,208,204,182,#d0ccb6,1
2560,D25314,1823,125,128,119,#7d8077,1
2561,D25315,1820,120,109,89,#786d59,1
2562,D25316,1821,205,198,181,#cdc6b5,1
2563,D25317,1809,161,150,123,#a1967b,1
2564,D25318,1825,139,134,111,#8b866f,1
2565,D25320,1824,163,146,115,#a39273,1
2566,D25321,1820,202,189,159,#cabd9f,1
2567,D25322,1822,199,189,161,#c7bda1,1
2568,D25323,1820,211,199,171,#d3c7ab,1
2569,D25324,1820,212,208,189,#d4d0bd,1
2570,D25325,1820,211,202,179,#d3cab3,1
2571,D25326,1820,216,208,184,#d8d0b8,1
2572,D25327,1824,196,189,168,#c4bda8,1
2573,D25328,1824,209,202,174,#d1caae,1
2574,D25329,1820,187,151,97,#bb9761,1
2575,D25330,1825,206,202,185,#cecab9,1
2576,D25331,1825,213,197,179,#d5c5b3,1
2577,D25332,1825,192,154,117,#c09a75,1
2578,D25333,1820,198,186,158,#c6ba9e,1
2579,D25334,1823,181,164,132,#b5a484,1
2580,D25335,1820,192,172,140,#c0ac8c,1
2581,D25336,1820,193,172,143,#c1ac8f,1
2582,D25337,1820,184,182,168,#b8b6a8,1
2583,D25338,1820,201,197,176,#c9c5b0,1
2584,D25339,1825,201,194,172,#c9c2ac,1
2585,D25340,1820,201,200,183,#c9c8b7,1
2586,D25341,1820,199,184,151,#c7b897,1
2587,D25342,1827,151,133,104,#978568,1
2588,D25343,1820,128,122,106,#807a6a,1
2589,D25344,1822,186,173,148,#baad94,1
2590,D25345,1820,209,196,165,#d1c4a5,1
2591,D25346,1830,194,184,164,#c2b8a4,1
2592,D25347,1820,225,215,201,#e1d7c9,1
2593,D25348,1830,210,202,184,#d2cab8,1
2594,D25349,1822,205,199,177,#cdc7b1,1
2595,D25350,1830,95,91,79,#5f5b4f,1
2596,D25351,1820,173,162,121,#ada279,1
2597,D25352,1820,218,206,180,#daceb4,1
2598,D25353,1820,220,205,183,#dccdb7,1
2599,D25354,1835,228,222,201,#e4dec9,1
2600,D25355,1820,223,210,188,#dfd2bc,1
2601,D25356,1827,205,190,164,#cdbea4,1
2602,D25357,1827,224,217,199,#e0d9c7,1
2603,D25358,1820,193,172,130,#c1ac82,1
2604,D25359,1820,188,177,145,#bcb191,1
2605,D25360,1820,220,200,167,#dcc8a7,1
2606,D25361,1822,179,168,141,#b3a88d,1
2607,D25362,1822,207,205,187,#cfcdbb,1
2608,D25363,1820,191,181,153,#bfb599,1
2609,D25364,1820,194,181,154,#c2b59a,1
2610,D25365,1822,216,208,187,#d8d0bb,1
2611,D25366,1820,196,182,155,#c4b69b,1
2612,D25367,1820,200,191,162,#c8bfa2,1
2613,D25368,1823,206,191,161,#cebfa1,1
2614,D25369,1820,215,205,185,#d7cdb9,1
2615,D25370,1822,209,198,174,#d1c6ae,1
2616,D25371,1822,199,188,166,#c7bca6,1
2617,D25372,1820,219,215,196,#dbd7c4,1
2618,D25373,1824,129,113,89,#817159,1
2619,D25374,1825,143,140,126,#8f8c7e,1
2620,D25375,1830,223,215,202,#dfd7ca,1
2621,D25376,1830,226,216,203,#e2d8cb,1
2622,D25377,1820,172,162,145,#aca291,1
2623,D25378,1822,203,192,168,#cbc0a8,1
2624,D25379,1827,207,193,166,#cfc1a6,1
2625,D25380,1820,195,177,139,#c3b18b,1
2626,D25381,1836,159,142,117,#9f8e75,1
2627,D25382,1819,149,149,119,#959577,1
2628,D25383,1822,212,204,183,#d4ccb7,1
2629,D25384,1820,199,182,153,#c7b699,1
2630,D25385,1836,141,132,114,#8d8472,1
2631,D25386,1820,213,202,174,#d5caae,1
2632,D25387,1827,212,197,173,#d4c5ad,1
2633,D25388,1820,205,193,168,#cdc1a8,1
2634,D25389,1824,171,166,147,#aba693,1
2635,D25390,1822,210,199,173,#d2c7ad,1
2636,D25391,1820,200,184,151,#c8b897,1
2637,D25392,1820,196,187,167,#c4bba7,1
2638,D25393,1824,188,180,157,#bcb49d,1
2639,D25394,1820,211,199,175,#d3c7af,1
2640,D25395,1820,217,205,182,#d9cdb6,1
2641,D25396,1820,221,209,187,#ddd1bb,1
2642,D25397,1820,224,214,195,#e0d6c3,1
2643,D25398,1820,207,206,194,#cfcec2,1
2644,D25399,1820,192,180,154,#c0b49a,1
2645,D25400,1820,200,191,164,#c8bfa4,1
2646,D25401,1820,176,164,135,#b0a487,1
2647,D25402,1820,184,166,134,#b8a686,1
2648,D25403,1820,213,199,164,#d5c7a4,1
2649,D25404,1820,205,198,177,#cdc6b1,1
2650,D25405,1822,190,179,154,#beb39a,1
2651,D25406,1820,191,183,160,#bfb7a0,1
2652,D25407,1820,211,195,155,#d3c39b,1
2653,D25408,1822,152,140,118,#988c76,1
2654,D25409,1822,199,186,166,#c7baa6,1
2655,D25410,1825,172,163,139,#aca38b,1
2656,D25411,1822,111,96,79,#6f604f,1
2657,D25412,1822,207,190,170,#cfbeaa,1
2658,D25413,1820,225,221,207,#e1ddcf,1
2659,D25414,1820,212,202,184,#d4cab8,1
2660,D25415,1820,207,198,179,#cfc6b3,1
2661,D25416,1820,210,202,181,#d2cab5,1
2662,D25417,1820,200,188,161,#c8bca1,1
2663,D25418,1820,214,205,181,#d6cdb5,1
2664,D25419,1820,213,199,178,#d5c7b2,1
2665,D25420,1820,191,184,156,#bfb89c,1
2666,D25421,1820,213,206,184,#d5ceb8,1
2667,D25422,1824,215,209,191,#d7d1bf,1
2668,D25423,1823,189,182,157,#bdb69d,1
2669,D25424,1820,180,159,128,#b49f80,1
2670,D25425,1826,220,209,189,#dcd1bd,1
2671,D25426,1820,207,193,166,#cfc1a6,1
2672,D25427,1828,143,151,136,#8f9788,1
2673,D25428,1820,188,178,154,#bcb29a,1
2674,D25429,1820,84,75,63,#544b3f,1
2675,D25430,1823,193,175,141,#c1af8d,1
2676,D25431,1823,205,197,172,#cdc5ac,1
2677,D25432,1823,221,215,197,#ddd7c5,1
2678,D25433,1820,199,181,158,#c7b59e,1
2679,D25434,1823,156,157,147,#9c9d93,1
2680,D25435,1820,213,194,153,#d5c299,1
2681,D25436,1813,203,196,165,#cbc4a5,1
2682,D25437,1820,143,147,130,#8f9382,1
2683,D25438,1820,158,135,103,#9e8767,1
2684,D25439,1836,150,128,105,#968069,1
2685,D25440,1820,170,149,120,#aa9578,1
2686,D25441,1820,200,189,165,#c8bda5,1
2687,D25442,1820,204,186,158,#ccba9e,1
2688,D25443,1813,175,146,99,#af9263,1
2689,D25444,1836,199,189,168,#c7bda8,1
2690,D25446,1820,204,178,137,#ccb289,1
2691,D25447,1828,224,214,188,#e0d6bc,1
2692,D25448,1825,226,215,203,#e2d7cb,1
2693,D25449,1820,199,179,145,#c7b391,1
2694,D25450,1820,153,143,115,#998f73,1
2695,D25451,1824,151,133,109,#97856d,1
2696,D25452,1820,215,206,182,#d7ceb6,1
2697,D25453,1820,143,98,72,#8f6248,1
2698,D25456,1837,162,156,136,#a29c88,1
2699,D25457,1837,199,195,203,#c7c3cb,1
2700,D25458,1820,138,123,97,#8a7b61,1
2701,D25460,1822,71,67,58,#47433a,1
2702,D25461,1822,226,219,204,#e2dbcc,1
2703,D25462,1822,219,213,197,#dbd5c5,1
2704,D25463,1820,218,213,196,#dad5c4,1
2705,D25464,1820,221,216,198,#ddd8c6,1
2706,D25465,1835,223,216,197,#dfd8c5,1
2707,D25466,1835,204,196,174,#ccc4ae,1
2708,D25467,1830,132,114,96,#847260,1
2709,D25468,1824,180,166,135,#b4a687,1
2710,D25469,1824,188,166,125,#bca67d,1
2711,D25470,1825,101,93,74,#655d4a,1
2712,D25471,1825,206,199,181,#cec7b5,1
2713,D25472,1835,205,182,149,#cdb695,1
2714,D25473,1832,221,214,195,#ddd6c3,1
2715,D25474,1830,206,178,144,#ceb290,1
2716,D25475,1820,218,201,172,#dac9ac,1
2717,D25476,1820,217,202,176,#d9cab0,1
2718,D25477,1825,211,207,192,#d3cfc0,1
2719,D25478,1820,119,104,65,#776841,1
2720,D25479,1823,224,213,194,#e0d5c2,1
2721,D25480,1823,196,194,174,#c4c2ae,1
2722,D25481,1820,205,190,158,#cdbe9e,1
2723,D25482,1820,215,206,184,#d7ceb8,1
2724,D25483,1820,193,181,149,#c1b595,1
2725,D25484,1825,195,171,142,#c3ab8e,1
